rank	views_60d	status	title
1649	69971	kept	Silent Hill 2
1650	69919	kept	Rubik's Cube
1651	69900	kept	Commedia dell'arte
1652	69843	kept	It (novel)
1653	69825	kept	The Legend of Zelda: Breath of the Wild
1654	69771	kept	Robert A. Heinlein
1655	69747	kept	Chungking Express
1656	69658	kept	Thomas & Friends
1657	69626	kept	Art Nouveau
1658	69596	kept	Taekwondo
1659	69585	kept	The Hobbit: An Unexpected Journey
1660	69556	kept	Suzanne Collins
1661	69508	kept	Tower Bridge
1662	69492	kept	Rebecca (novel)
1663	69384	kept	Pennywise
1664	69284	kept	Hermann Hesse
1665	69210	kept	The Chronicles of Narnia: The Lion, the Witch and the Wardrobe
1666	69108	kept	Asceticism
1667	69063	kept	Betty Boop
1668	69002	kept	Palace of Westminster
1669	69000	kept	Spaghetti Western
1670	68936	kept	Harley Quinn
1671	68921	kept	Zombie
1672	68866	kept	Much Ado About Nothing
1673	68739	kept	The Myth of Sisyphus
1674	68720	kept	The Thinker
1675	68709	kept	American Gothic
1676	68708	kept	Cheese
1677	68701	kept	The Birth of Venus
1678	68684	kept	The Wonderful Wizard of Oz
1679	68553	kept	Franz Liszt
1680	68521	kept	The Man in the High Castle
1681	68471	kept	Bauhaus
1682	68437	kept	Robinson Crusoe
1683	68367	kept	Bloodborne
1684	68351	kept	Sergei Rachmaninoff
1685	68349	kept	OK Computer
1686	68348	kept	Kratos (God of War)
1687	68324	kept	Camp (style)
1688	68252	kept	The Kite Runner
1689	68219	kept	Kintsugi
1690	68175	kept	Moai
1691	68169	kept	Printing press
1692	68119	kept	King Lear
1693	68098	kept	Dada
1694	68061	kept	Ezra Pound
1695	68061	kept	On the Waterfront
1696	67991	kept	Amaterasu
1697	67931	kept	Set (deity)
1698	67913	kept	Astrology
1699	67901	kept	Solipsism
1700	67899	kept	Juilliard School
1701	67837	kept	His Dark Materials
1702	67786	kept	Robert Frost
1703	67645	kept	Enter the Dragon
1704	67561	kept	Castle in the Sky
1705	67489	kept	Paul Gauguin
1706	67354	kept	Chet Baker
1707	67342	kept	How to Train Your Dragon (2010 film)
1708	67339	kept	Romulus and Remus
1709	67290	kept	A Clockwork Orange (novel)
1710	67254	kept	The Searchers
1711	67249	kept	Clue (film)
1712	67204	kept	Herbie Hancock
1713	67147	kept	Excalibur
1714	67143	kept	Terms of Endearment
1715	67065	kept	Hollywood, Los Angeles
1716	67049	kept	Eros
1717	67048	kept	Ethics
1718	67036	kept	Sergio Leone
1719	66814	kept	George Gershwin
1720	66743	kept	Exile on Main St.
1721	66534	kept	Twelfth Night
1722	66521	kept	Sistine Chapel
1723	66471	kept	The Kiss (Klimt)
1724	66464	kept	Ragnarök
1725	66439	kept	Absurdism
1726	66326	kept	Codex Gigas
1727	66315	kept	Roman Holiday
1728	66277	kept	The Supremes
1729	66225	kept	Y tu mamá también
1730	66213	kept	Xbox (console)
1731	66012	kept	Unreal Engine
1732	65983	kept	Halloween
1733	65938	kept	Henri de Toulouse-Lautrec
1734	65918	kept	A Christmas Carol
1735	65891	kept	Half-Life (video game)
1736	65875	kept	Stardew Valley
1737	65756	kept	Nighthawks (Hopper)
1738	65754	kept	United States Capitol
1739	65598	kept	The Art of War
1740	65491	kept	Vedas
1741	65467	kept	Ramen
1742	65323	kept	The Intouchables
1743	65311	kept	Beloved (novel)
1744	65301	kept	Count Dracula
1745	65280	kept	Ghost
1746	65246	kept	Jean-Luc Godard
1747	65243	kept	Dark Souls
1748	65235	kept	Zorro
1749	65166	kept	Soap opera
1750	65156	kept	PUBG: Battlegrounds
1751	65088	kept	Pan (god)
1752	65086	kept	Hestia
1753	65024	kept	Limerick
1754	64928	kept	When Harry Met Sally...
1755	64927	kept	Footloose
1756	64897	kept	Freddy Krueger
1757	64860	kept	The Marriage of Figaro
1758	64828	kept	Edvard Munch
1759	64804	kept	Barney & Friends
1760	64796	kept	Nier: Automata
1761	64794	kept	Conservatism
1762	64765	kept	A. A. Milne
1763	64656	kept	The Da Vinci Code
1764	64622	kept	New Testament
1765	64605	kept	Monkey D. Luffy
1766	64525	kept	Gulliver's Travels
1767	64525	kept	Metropolitan Museum of Art
1768	64492	kept	Muses
1769	64467	kept	Ennio Morricone
1770	64467	kept	Miguel de Cervantes
1771	64352	kept	Toshiro Mifune
1772	64270	kept	Venus de Milo
1773	64208	kept	Diwali
1774	64192	kept	Turing test
1775	64131	kept	Lex Luthor
1776	64129	kept	Lakshmi
1777	64128	kept	Miss Moneypenny
1778	64083	kept	Deus ex machina
1779	64073	kept	Bugs Bunny
1780	64024	kept	Uncle Tom's Cabin
1781	64005	kept	Linear B
1782	63983	kept	Noah's Ark
1783	63934	kept	Paddington Bear
1784	63907	kept	Rock and roll
1785	63894	kept	YouTuber
1786	63798	kept	Crash Bandicoot
1787	63723	kept	My Little Pony
1788	63713	kept	Selkie
1789	63644	kept	Pulitzer Prize
1790	63559	kept	Do not go gentle into that good night
1791	63540	kept	Bane (DC Comics)
1792	63537	kept	The Last of Us
1793	63531	kept	I Love Lucy
1794	63512	kept	Little Red Riding Hood
1795	63455	kept	John Woo
1796	63355	kept	Yōkai
1797	63348	kept	Henri Matisse
1798	63185	kept	Valkyrie
1799	63170	kept	Siddhartha (novel)
1800	63149	kept	The Prince
1801	63101	kept	David Hume
1802	63101	kept	Piano
1803	63064	kept	Back in Black
1804	63010	kept	Venom (character)
1805	62988	kept	Thanos
1806	62972	kept	Epic poetry
1807	62892	kept	Final Fantasy XIV
1808	62865	kept	Enid Blyton
1809	62853	kept	Avicenna
1810	62779	kept	David Copperfield
1811	62736	kept	Druid
1812	62675	kept	Evita (musical)
1813	62639	kept	Feminism
1814	62529	kept	Unicorn
1815	62522	kept	Bohemianism
1816	62520	kept	The Remains of the Day
1817	62515	kept	For Whom the Bell Tolls
1818	62445	kept	Rocky Balboa
1819	62388	kept	Dylan Thomas
1820	62327	kept	Yeti
1821	62294	kept	The Birds (film)
1822	62279	kept	Oresteia
1823	62225	kept	Deepfake
1824	62206	kept	Goth subculture
1825	62190	kept	Bambi
1826	62189	kept	Mojang Studios
1827	62186	kept	Malcolm X (1992 film)
1828	62141	kept	William Wordsworth
1829	62086	kept	Catwoman
1830	62076	kept	Kramer vs. Kramer
1831	61969	kept	Xenomorph
1832	61966	kept	Paul Bunyan
1833	61906	kept	Psy
1834	61789	kept	Wile E. Coyote and the Road Runner
1835	61756	kept	Henry James
1836	61754	kept	Erasmus
1837	61735	kept	Joseph Conrad
1838	61725	kept	Chrono Trigger
1839	61638	kept	Christmas
1840	61587	kept	Avant-garde
1841	61543	kept	Saint Nicholas
1842	61528	kept	John Keats
1843	61469	kept	Charlie and the Chocolate Factory
1844	61415	kept	Santa Claus
1845	61403	kept	Dome of the Rock
1846	61345	kept	Thoth
1847	61335	kept	The Satanic Verses
1848	61299	kept	Poker
1849	61275	kept	Rayman
1850	61273	kept	Paella
1851	61264	kept	Peter Pan (1953 film)
1852	61262	kept	Carrie (novel)
1853	61255	kept	Hermès
1854	61232	kept	The Time Machine
1855	61224	kept	Fallout: New Vegas
1856	61190	kept	Deadmau5
1857	61145	kept	Flashdance
1858	61136	kept	San Diego Comic-Con
1859	61118	kept	Kitsch
1860	61094	kept	B. B. King
1861	61032	kept	The Third Man
1862	60914	kept	Kahlil Gibran
1863	60886	kept	Oliver Twist
1864	60877	kept	Surrealism
1865	60868	kept	Amazing Grace
1866	60861	kept	Code of Hammurabi
1867	60781	kept	Pharaoh
1868	60750	kept	Pinocchio (1940 film)
1869	60744	kept	Griffin
1870	60683	kept	Lincoln Memorial
1871	60608	kept	The Conversation
1872	60594	kept	Tic-tac-toe
1873	60525	kept	Comedian
1874	60465	kept	Peanuts
1875	60335	kept	Johnny Appleseed
1876	60329	kept	Angel
1877	60312	kept	Book of Kells
1878	60299	kept	Transformers
1879	60288	kept	BioShock
1880	60276	kept	One Hundred and One Dalmatians
1881	60152	kept	Bully (video game)
1882	60134	kept	The Seventh Seal
1883	60050	kept	Rhythm and blues
1884	60041	kept	Eid al-Fitr
1885	60001	kept	Amores perros
1886	59928	kept	Chinese characters
1887	59892	kept	Pedro Almodóvar
1888	59831	kept	Jörmungandr
1889	59787	kept	Antoine de Saint-Exupéry
1890	59764	kept	Culture
1891	59678	kept	Impressionism
1892	59676	kept	Mister Rogers' Neighborhood
1893	59619	kept	Sleeping Beauty (1959 film)
1894	59541	kept	Miss Saigon
1895	59462	kept	Consciousness
1896	59436	kept	Holy Grail
1897	59413	kept	Camera
1898	59340	kept	Great Sphinx of Giza
1899	59316	kept	Hair (musical)
1900	59142	kept	Fifty Shades of Grey
1901	59117	kept	Castle
1902	59093	kept	Minerva
1903	59019	kept	Chinese room
1904	59013	kept	Assassin's Creed (video game)
1905	58956	kept	Federico Fellini
1906	58901	kept	Johannes Vermeer
1907	58885	kept	Charlie Parker
1908	58882	kept	Creative Commons
1909	58868	kept	Thomas Hardy
1910	58769	kept	Linguistics
1911	58688	kept	Fallingwater
1912	58686	kept	Aleksandr Solzhenitsyn
1913	58669	kept	Chimera (mythology)
1914	58662	kept	Jabberwocky
1915	58573	kept	House music
1916	58559	kept	Mephistopheles
1917	58442	kept	Für Elise
1918	58397	kept	Gustav Mahler
1919	58397	kept	Muddy Waters
1920	58394	kept	Gucci
1921	58394	kept	John Milton
1922	58387	kept	Blaise Pascal
1923	58357	kept	Michael Myers (Halloween)
1924	58354	kept	The Sun Also Rises
1925	58353	kept	Gandalf
1926	58329	kept	Ed, Edd n Eddy
1927	58304	kept	Vito Corleone
1928	58288	kept	Garden of Eden
1929	58284	kept	Brandenburg Gate
1930	58264	kept	Electronic dance music
1931	58255	kept	Purple Rain (album)
1932	58248	kept	Cult following
1933	58223	kept	The Crucible
1934	58213	kept	Compact disc
1935	58184	kept	Final Fantasy VI
1936	58164	kept	Gothic architecture
1937	58157	kept	Animation
1938	58124	kept	Album
1939	58088	kept	Tartarus
1940	58078	kept	Rickrolling
1941	58076	kept	Frank Miller
1942	58043	kept	Duke Ellington
1943	58037	kept	The Diary of a Young Girl
1944	57978	kept	Snoopy
1945	57964	kept	Finnegans Wake
1946	57939	kept	Mad Max 2
1947	57913	kept	Flow (psychology)
1948	57837	kept	Albus Dumbledore
1949	57786	kept	EarthBound
1950	57741	kept	Commodore 64
1951	57720	kept	Haitian Vodou
1952	57651	kept	François Truffaut
1953	57546	kept	Monster Hunter
1954	57477	kept	Tai chi
1955	57472	kept	Pet Sematary
1956	57413	kept	Hays Code
1957	57395	kept	Saṃsāra
1958	57334	kept	Avalon
1959	57265	kept	The Hunt (2012 film)
1960	57229	kept	The Idiot
1961	57166	kept	Cerberus
1962	57103	kept	Cuphead
1963	57047	kept	The Little Mermaid
1964	57042	kept	Wabi-sabi
1965	57034	kept	Milan Cathedral
1966	56959	kept	The Price Is Right
1967	56889	kept	Lethal Weapon
1968	56865	kept	Objectivism
1969	56746	kept	Anish Kapoor
1970	56583	kept	Ska
1971	56526	kept	West End theatre
1972	56503	kept	Satire
1973	56469	kept	Like a Prayer (album)
1974	56461	kept	Things Fall Apart
1975	56440	kept	Ankh
1976	56368	kept	John Carmack
1977	56357	kept	Two-Face
1978	56337	kept	Tea
1979	56334	kept	Moirai
1980	56313	kept	Public Enemy
1981	56305	kept	Post-punk
1982	56270	kept	Bastet
1983	56236	kept	Humanism
1984	56163	kept	Apollo Creed
1985	56163	kept	Smithsonian Institution
1986	56097	kept	Beer
1987	56089	kept	Dmitri Shostakovich
1988	56066	kept	Baroque
1989	56018	kept	Battlefield (video game series)
1990	55969	kept	Gwen Stacy
1991	55968	kept	Meditations
1992	55915	kept	Vivienne Westwood
1993	55895	kept	Satoshi Kon
1994	55885	kept	E. M. Forster
1995	55855	kept	Flappy Bird
1996	55809	kept	L.A. Noire
1997	55795	kept	Activision
1998	55755	kept	Cyrano de Bergerac (play)
1999	55749	kept	Sistine Chapel ceiling
2000	55743	kept	Dim sum
2001	55726	kept	Doraemon (character)
2002	55702	kept	Rashomon
2003	55675	kept	Islamic Golden Age
2004	55673	kept	Auld Lang Syne
2005	55642	kept	Ariadne
2006	55616	kept	Laozi
2007	55533	kept	M (1931 film)
2008	55519	kept	A Night at the Opera (Queen album)
2009	55414	kept	Garfield
2010	55401	kept	Nobel Prize in Literature
2011	55361	kept	Shangri-La
2012	55337	kept	Francis Bacon (artist)
2013	55323	kept	Claude Debussy
2014	55305	kept	Extended play
2015	55294	kept	The Importance of Being Earnest
2016	55276	kept	Charlotte's Web
2017	55265	kept	Don Draper
2018	55187	kept	Gottfried Wilhelm Leibniz
2019	55180	kept	The Treachery of Images
2020	55167	kept	The Rime of the Ancient Mariner
2021	55142	kept	Elf (film)
2022	55118	kept	Christopher Marlowe
2023	55115	kept	Rhea (mythology)
2024	55101	kept	Philip Roth
2025	55096	kept	Storm (Marvel Comics)
2026	55032	kept	Galactus
2027	55031	kept	Ramadan
2028	55029	kept	Sphinx
2029	54965	kept	Oedipus Rex
2030	54949	kept	The New Colossus
2031	54945	kept	The Sound of Music
2032	54938	kept	The Velvet Underground & Nico
2033	54897	kept	Tekken
2034	54883	kept	Truffle
2035	54845	kept	High Noon
2036	54816	kept	Moonrise Kingdom
2037	54799	kept	Solaris (1972 film)
2038	54777	kept	Charles M. Schulz
2039	54764	kept	Langston Hughes
2040	54742	kept	SpongeBob SquarePants (character)
2041	54698	kept	Pokémon Red, Blue, and Yellow
2042	54682	kept	Pasta
2043	54633	kept	The Shard
2044	54585	kept	The Binding of Isaac (video game)
2045	54563	kept	The Communist Manifesto
2046	54531	kept	Avengers (comics)
2047	54527	kept	Sun Tzu
2048	54515	kept	Necronomicon
2049	54471	kept	Thus Spoke Zarathustra
2050	54448	kept	Konami
2051	54444	kept	Qilin
2052	54435	kept	Twenty Thousand Leagues Under the Seas
2053	54353	kept	The Jetsons
2054	54311	kept	Calvin and Hobbes
2055	54271	kept	Reichstag building
2056	54261	kept	Forza
2057	54259	kept	Venus (mythology)
2058	54219	kept	Tarzan
2059	54202	kept	Booker Prize
2060	54160	kept	Fantastic Four
2061	54132	kept	Over the Rainbow
2062	54123	kept	Fabergé egg
2063	54108	kept	La Haine
2064	54068	kept	Chili pepper
2065	54065	kept	Carmen
2066	53984	kept	The School of Athens
2067	53978	kept	Banshee
2068	53969	kept	Run-DMC
2069	53955	kept	Nazca lines
2070	53925	kept	Aladdin
2071	53919	kept	The Adventures of Tom Sawyer
2072	53906	kept	The Wind in the Willows
2073	53898	kept	Art
2074	53807	kept	A Sunday Afternoon on the Island of La Grande Jatte
2075	53778	kept	Mardi Gras
2076	53733	kept	Xbox (division)
2077	53726	kept	J. M. W. Turner
2078	53720	kept	Rick Riordan
2079	53697	kept	A Raisin in the Sun
2080	53599	kept	Pippi Longstocking
2081	53566	kept	Aesop's Fables
2082	53531	kept	Whisky
2083	53525	kept	John Henry (folklore)
2084	53505	kept	Snow White
2085	53480	kept	Umberto Eco
2086	53417	kept	Cogito, ergo sum
2087	53411	kept	Pinocchio
2088	53410	kept	Sekiro: Shadows Die Twice
2089	53400	kept	Ebenezer Scrooge
2090	53340	kept	Zen
2091	53329	kept	Shamanism
2092	53277	kept	The Jungle Book
2093	53212	kept	Max Payne
2094	53205	kept	Glastonbury Festival
2095	53194	kept	Blues
2096	53168	kept	Kingdom Hearts (video game)
2097	53113	kept	P. G. Wodehouse
2098	53106	kept	Turandot
2099	53092	kept	Emma (novel)
2100	53066	kept	Delphi
2101	53066	kept	Lancelot
2102	53034	kept	The Son of Man
2103	52958	kept	Music video
2104	52947	kept	My Way
2105	52851	kept	Harlequin
2106	52838	kept	Quake (video game)
2107	52764	kept	Cannes Film Festival
2108	52729	kept	Dogtooth (film)
2109	52693	kept	Daguerreotype
2110	52692	kept	Florence Cathedral
2111	52617	kept	Wheel of Fortune (American game show)
2112	52489	kept	Willy Wonka
2113	52469	kept	Mamma Mia! (musical)
2114	52468	kept	Judith Butler
2115	52465	kept	Raymond Chandler
2116	52462	kept	Santería
2117	52450	kept	Tao Te Ching
2118	52436	kept	Bleach (manga)
2119	52436	kept	Coat of arms
2120	52434	kept	Karate
2121	52373	kept	Ouija
2122	52367	kept	Styx
2123	52366	kept	Winged Victory of Samothrace
2124	52341	kept	Bertolt Brecht
2125	52337	kept	West Side Story (1961 film)
2126	52329	kept	Moana (character)
2127	52313	kept	Fourth wall
2128	52294	kept	Rapunzel
2129	52282	kept	Tartan
2130	52225	kept	Indra
2131	52210	kept	Classical Hollywood cinema
2132	52180	kept	Scorpion (Mortal Kombat)
2133	52143	kept	Philosopher's stone
2134	52140	kept	Cthulhu Mythos
2135	52115	kept	Isadora Duncan
2136	52111	kept	Wanderer above the Sea of Fog
2137	52093	kept	Ender's Game
2138	52075	kept	Manneken Pis
2139	52022	kept	Beat Generation
2140	51981	kept	The Tonight Show
2141	51946	kept	Hathor
2142	51938	kept	Podcast
2143	51936	kept	Yggdrasil
2144	51923	kept	A Thousand Splendid Suns
2145	51891	kept	Nathaniel Hawthorne
2146	51889	kept	Roguelike
2147	51861	kept	Vocaloid
2148	51847	kept	Goku
2149	51832	kept	Aesop
2150	51820	kept	Super Smash Bros.
2151	51794	kept	Satyr
2152	51783	kept	Osamu Tezuka
2153	51766	kept	Pierrot
2154	51764	kept	Erinyes
2155	51699	kept	The Lion, the Witch and the Wardrobe
2156	51628	kept	Clown
2157	51623	kept	Isabel Allende
2158	51623	kept	New Hollywood
2159	51614	kept	Honoré de Balzac
2160	51553	kept	Courage the Cowardly Dog
2161	51500	kept	Rosary
2162	51436	kept	Oklahoma!
2163	51358	kept	Super Mario 64
2164	51326	kept	Lost Generation
2165	51256	kept	Sitcom
2166	51194	kept	Smells Like Teen Spirit
2167	51171	kept	Yayoi Kusama
2168	51157	kept	Honey
2169	51153	kept	Lady and the Tramp
2170	51149	kept	Robin (character)
2171	51125	kept	The Secret Garden
2172	51122	kept	Gotham City
2173	51121	kept	Cinderella (1950 film)
2174	51063	kept	Homer Simpson
2175	51056	kept	Stairway to Heaven
2176	51018	kept	Tiamat
2177	50906	kept	Maimonides
2178	50899	kept	Garry's Mod
2179	50831	kept	Half-Life 2
2180	50821	kept	Pythia
2181	50820	kept	Cecil B. DeMille
2182	50804	kept	My Fair Lady (film)
2183	50781	kept	Chekhov's gun
2184	50778	kept	Hidetaka Miyazaki
2185	50681	kept	Pokémon Go
2186	50645	kept	Mario (franchise)
2187	50578	kept	Franz Schubert
2188	50540	kept	The Stanley Parable
2189	50492	kept	Aeschylus
2190	50440	kept	The Marshall Mathers LP
2191	50412	kept	Book
2192	50354	kept	Marduk
2193	50293	kept	Outlast
2194	50273	kept	Copyright
2195	50237	kept	Igor Stravinsky
2196	50215	kept	Robin Hood (1973 film)
2197	50122	kept	Fallout 4
2198	50099	kept	The Blues Brothers
2199	49958	kept	Trap music
2200	49920	kept	Cat on a Hot Tin Roof
2201	49886	kept	Phenomenology (philosophy)
2202	49885	kept	Postmodernism
2203	49801	kept	Metamorphoses
2204	49712	kept	Tomb Raider (1996 video game)
2205	49704	kept	The Persistence of Memory
2206	49699	kept	The Scarlet Letter
2207	49659	kept	Heraclitus
2208	49638	kept	Garuda
2209	49632	kept	Unity (game engine)
2210	49608	kept	Hades (video game)
2211	49597	kept	Parvati
2212	49587	kept	Dharma
2213	49551	kept	Grimms' Fairy Tales
2214	49549	kept	Chinese dragon
2215	49543	kept	Non-fungible token
2216	49516	kept	Chanel
2217	49505	kept	Týr
2218	49394	kept	Venus of Willendorf
2219	49392	kept	Moonwalk (dance)
2220	49361	kept	Kirby (series)
2221	49337	kept	Peter Paul Rubens
2222	49256	kept	Beauty
2223	49248	kept	Bill Watterson
2224	49204	kept	Tokyo Skytree
2225	49196	kept	Labours of Hercules
2226	49195	kept	Hindi cinema
2227	49188	kept	Johannes Gutenberg
2228	49188	kept	Philip Glass
2229	49072	kept	Saint Basil's Cathedral
2230	49043	kept	Slasher film
2231	49040	kept	Übermensch
2232	49039	kept	Émile Zola
2233	49017	kept	Voldemort
2234	48971	kept	Valhalla
2235	48951	kept	The Joshua Tree
2236	48931	kept	Jersey Devil
2237	48928	kept	The Criterion Collection
2238	48903	kept	Croissant
2239	48856	kept	Alice in Wonderland (1951 film)
2240	48840	kept	Jonathan Swift
2241	48837	kept	Library of Congress
2242	48834	kept	Prisoner's dilemma
2243	48828	kept	Dave Brubeck
2244	48764	kept	Logic
2245	48711	kept	The Merchant of Venice
2246	48710	kept	Mean Streets
2247	48704	kept	Thomas Hobbes
2248	48699	kept	Obi-Wan Kenobi
2249	48666	kept	The Magic Flute
2250	48608	kept	Pascal's wager
2251	48580	kept	The Legend of Zelda (video game)
2252	48512	kept	Severus Snape
2253	48456	kept	Kappa (folklore)
2254	48453	kept	Nāga
2255	48441	kept	Bart Simpson
2256	48440	kept	Streaming media
2257	48372	kept	Paulo Coelho
2258	48370	kept	Portal (video game)
2259	48355	kept	Berserker
2260	48351	kept	Ziggurat
2261	48348	kept	Sumo
2262	48327	kept	Guitar
2263	48325	kept	Tantalus
2264	48267	kept	Dialectic
2265	48255	kept	Murder on the Orient Express
2266	48245	kept	Indie rock
2267	48226	kept	Rudolf Nureyev
2268	48172	kept	1812 Overture
2269	48152	kept	Der Ring des Nibelungen
2270	48052	kept	CD Projekt
2271	48031	kept	Oni
2272	48013	kept	Erik Satie
2273	47996	kept	Wassily Kandinsky
2274	47954	kept	Blue's Clues
2275	47946	kept	Jason Bourne
2276	47910	kept	E3
2277	47809	kept	Marc Chagall
2278	47793	kept	Katana
2279	47775	kept	Who's Afraid of Virginia Woolf?
2280	47765	kept	Dexter's Laboratory
2281	47710	kept	Drama (film and television)
2282	47694	kept	Pygmalion (mythology)
2283	47660	kept	Gran Turismo (series)
2284	47658	kept	John Stuart Mill
2285	47651	kept	Caviar
2286	47651	kept	The Sound and the Fury
2287	47651	kept	Transcendentalism
2288	47607	kept	Space opera
2289	47553	kept	Terraria
2290	47518	kept	Fenrir
2291	47461	kept	Salvator Mundi (painting)
2292	47454	kept	Dream of the Red Chamber
2293	47438	kept	Pegasus
2294	47433	kept	Thelonious Monk
2295	47416	kept	Cinema Paradiso
2296	47351	kept	Jabba the Hutt
2297	47346	kept	Steampunk
2298	47339	kept	Feng shui
2299	47335	kept	La Tomatina
2300	47304	kept	Cersei Lannister
2301	47232	kept	Romance of the Three Kingdoms
2302	47228	kept	Symphony No. 9 (Beethoven)
2303	47208	kept	J. M. Barrie
2304	47158	kept	Elysium
2305	47139	kept	Brahma
2306	47069	kept	The Raft of the Medusa
2307	47068	kept	Ikigai
2308	47057	kept	Madama Butterfly
2309	47053	kept	British Academy Film Awards
2310	47027	kept	Farewell My Concubine (film)
2311	46985	kept	Dumbo
2312	46983	kept	A Beautiful Mind
2313	46974	kept	Man Ray
2314	46958	kept	Valorant
2315	46951	kept	Django Reinhardt
2316	46941	kept	La traviata
2317	46934	kept	Daedalus
2318	46917	kept	Heavy Rain
2319	46910	kept	The Emperor's New Clothes
2320	46900	kept	Ovid
2321	46857	kept	The Four Seasons (Vivaldi)
2322	46847	kept	Twilight (novel series)
2323	46818	kept	Aesthetics
2324	46790	kept	Zeno's paradoxes
2325	46786	kept	Euripides
2326	46767	kept	Atari 2600
2327	46761	kept	Personifications of death
2328	46755	kept	Hippie
2329	46737	kept	George Frideric Handel
2330	46729	kept	Doctor Strange
2331	46721	kept	Masjid al-Haram
2332	46681	kept	Creep (Radiohead song)
2333	46656	kept	Technicolor
2334	46591	kept	Water Lilies (Monet series)
2335	46573	kept	La bohème
2336	46571	kept	Hermione Granger
2337	46549	kept	Dystopia
2338	46529	kept	Metal Gear Solid V: The Phantom Pain
2339	46511	kept	Sub-Zero (Mortal Kombat)
2340	46508	kept	Pax Romana
2341	46489	kept	Mortal Kombat (1992 video game)
2342	46464	kept	The Dark Knight Returns
2343	46451	kept	The Glass Menagerie
2344	46428	kept	Le Corbusier
2345	46425	kept	Michael Scott (The Office)
2346	46364	kept	Cirque du Soleil
2347	46272	kept	Sinbad the Sailor
2348	46262	kept	Kremlin
2349	46254	kept	Cosplay
2350	46213	kept	Lara Croft
2351	46179	kept	Saint
2352	46174	kept	Broadcast syndication
2353	46124	kept	Notes from Underground
2354	46108	kept	The Hound of the Baskervilles
2355	46101	kept	Kind of Blue
2356	46094	kept	Rococo
2357	46086	kept	Antonín Dvořák
2358	46047	kept	Mjölnir
2359	46039	kept	Eat Pray Love
2360	46016	kept	The Raven
2361	46011	kept	Playing card
2362	45962	kept	The Trial
2363	45957	kept	Yoda
2364	45907	kept	Donald Duck
2365	45880	kept	Arthur Rimbaud
2366	45860	kept	Pre-Code Hollywood
2367	45836	kept	Riot Games
2368	45835	kept	Chiaroscuro
2369	45823	kept	Luke Skywalker
2370	45810	kept	Marcel Duchamp
2371	45754	kept	Galadriel
2372	45746	kept	Kami
2373	45743	kept	Sonic the Hedgehog (1991 video game)
2374	45736	kept	Assassin's Creed II
2375	45680	kept	Madame Bovary
2376	45657	kept	The House of the Spirits
2377	45633	kept	On the Road
2378	45626	kept	To Pimp a Butterfly
2379	45605	kept	Karl Popper
2380	45586	kept	Das Kapital
2381	45581	kept	Reincarnation
2382	45516	kept	Las Vegas Strip
2383	45438	kept	Damien Hirst
2384	45432	kept	Epictetus
2385	45411	kept	Princess Leia
2386	45386	kept	Haiku
2387	45362	kept	Jeremy Bentham
2388	45310	kept	Rainer Maria Rilke
2389	45276	kept	Kylo Ren
2390	45263	kept	Aikido
2391	45211	kept	Godzilla (1954 film)
2392	45183	kept	Q (James Bond)
2393	45178	kept	Durga
2394	45175	kept	Boba Fett
2395	45174	kept	Blizzard Entertainment
2396	45147	kept	The Cat in the Hat
2397	45093	kept	Cheshire Cat
2398	45066	kept	Folklore
2399	45043	kept	Funk
2400	45034	kept	Vogue (magazine)
2401	45026	kept	Charles Aznavour
2402	44979	kept	Hard rock
2403	44967	kept	Golden Fleece
2404	44956	kept	The Lives of Others
2405	44907	kept	Sydney Harbour Bridge
2406	44902	kept	Lernaean Hydra
2407	44880	kept	Sequel
2408	44871	kept	Theremin
2409	44850	kept	Space Needle
2410	44831	kept	The Legend of Zelda: Majora's Mask
2411	44803	kept	HAL 9000
2412	44780	kept	Kimono
2413	44679	kept	The Name of the Rose
2414	44660	kept	Reality television
2415	44598	kept	Taco
2416	44567	kept	Myst
2417	44567	kept	Ordinary People
2418	44563	kept	Meiji era
2419	44560	kept	Roaring Twenties
2420	44498	kept	Salt
2421	44464	kept	Gru
2422	44459	kept	Beauty and the Beast
2423	44436	kept	L. Frank Baum
2424	44423	kept	The Last Judgment (Michelangelo)
2425	44378	kept	Coachella
2426	44333	kept	Gilles Deleuze
2427	44304	kept	Green Lantern
2428	44289	kept	Ringling Bros. and Barnum & Bailey Circus
2429	44145	kept	Cloud Gate
2430	44125	kept	Guinevere
2431	44091	kept	Pablo Neruda
2432	44082	kept	Haute couture
2433	44023	kept	The God of Small Things
2434	44022	kept	Black cat
2435	43953	kept	Karma
2436	43937	kept	Satoru Iwata
2437	43930	kept	Pre-Raphaelite Brotherhood
2438	43922	kept	Dishonored
2439	43814	kept	Onomatopoeia
2440	43796	kept	Straw man
2441	43774	kept	Giorgio Armani
2442	43753	kept	Through the Looking-Glass
2443	43726	kept	Ad hominem
2444	43709	kept	Highway to Hell
2445	43695	kept	Persuasion (novel)
2446	43660	kept	London Calling
2447	43625	kept	Super Smash Bros. Ultimate
2448	43582	kept	The Girl with the Dragon Tattoo
2449	43535	kept	Royal Albert Hall
2450	43457	kept	Fireworks
2451	43373	kept	Guys and Dolls
2452	43343	kept	Cassette tape
2453	43321	kept	Naked Lunch
2454	43298	kept	Pygmalion (play)
2455	43289	kept	Fame (1980 film)
2456	43252	kept	The Leopard
2457	43232	kept	Tokyo Tower
